"Fips","Area","IndCode","Industry","2009"
"15000","Hawaii","7","      Oil and gas extraction",2
"15000","Hawaii","8","      Mining, except oil and gas",106
"15000","Hawaii","9","      Support activities for mining",1
"15000","Hawaii","10","    Utilities",1428
"15000","Hawaii","11","    Construction",4088
"15000","Hawaii","12","    Manufacturing",1302
"15000","Hawaii","13","      Durable goods manufacturing",305
"15000","Hawaii","14","        Wood products manufacturing",19
"15000","Hawaii","15","        Nonmetallic mineral products manufacturing",80
"15000","Hawaii","16","        Primary metals manufacturing","(L)"
"15000","Hawaii","17","        Fabricated metal products",34
"15000","Hawaii","18","        Machinery manufacturing",5
"15000","Hawaii","19","        Computer and electronic products manufacturing",22
"15000","Hawaii","20","        Electrical equipment, appliance, and components manufacturing",3
"15000","Hawaii","21","        Motor vehicles, bodies and trailers, and parts manufacturing",2
"15000","Hawaii","22","        Other transportation equipment manufacturing",71
"15000","Hawaii","23","        Furniture and related products manufacturing",29
"15000","Hawaii","24","        Miscellaneous manufacturing",40
"15000","Hawaii","25","      Nondurable goods manufacturing",998
"15000","Hawaii","26","        Food and beverage and tobacco products manufacturing",397
"15000","Hawaii","27","        Textile mills and textile product mills",15
"15000","Hawaii","28","        Apparel and leather and allied products manufacturing",19
"15000","Hawaii","29","        Paper products manufacturing",7
"15000","Hawaii","30","        Printing and related support activities",51
"15000","Hawaii","31","        Petroleum and coal products manufacturing",452
"15000","Hawaii","32","        Chemical products manufacturing",37
"15000","Hawaii","33","        Plastics and rubber products manufacturing",19
"15000","Hawaii","34","    Wholesale trade",2044
"15000","Hawaii","35","    Retail trade",4377
"15000","Hawaii","36","    Transportation and warehousing",2542
"15000","Hawaii","37","      Air transportation",1275
"15000","Hawaii","38","      Rail transportation",0
"15000","Hawaii","39","      Water transportation",277
"15000","Hawaii","40","      Truck transportation",242
"15000","Hawaii","41","      Transit and ground passenger transportation",136
"15000","Hawaii","42","      Pipeline transportation","(L)"
"15000","Hawaii","43","      Other transportation and support activities",562
"15000","Hawaii","44","      Warehousing and storage",50
"15000","Hawaii","45","    Information",1467
"15000","Hawaii","46","      Publishing industries, except Internet (includes software)",335
"15000","Hawaii","47","      Motion picture and sound recording industries",193
"15000","Hawaii","48","      Broadcasting and telecommunications",864
"15000","Hawaii","49","      Data processing, internet publishing, and other information services",75
"15000","Hawaii","50","    Finance, insurance, real estate, rental, and leasing",14840
"15000","Hawaii","51","      Finance and insurance",2130
"15000","Hawaii","52","        Federal Reserve banks, credit intermediation, and related services",961
"15000","Hawaii","53","        Securities, commodity contracts, and investments",131
"15000","Hawaii","54","        Insurance carriers and related activities",1028
"15000","Hawaii","55","        Funds, trusts, and other financial vehicles",9
"15000","Hawaii","56","      Real estate and rental and leasing",12710
"15000","Hawaii","57","        Real estate",11638
"15000","Hawaii","58","        Rental and leasing services and lessors of intangible assets",1072
"15000","Hawaii","59","    Professional and business services",5694
"15000","Hawaii","60","      Professional, scientific, and technical services",2949
"15000","Hawaii","61","        Legal services",614
"15000","Hawaii","62","        Computer systems design and related services",516
"15000","Hawaii","63","        Miscellaneous professional, scientific, and technical services",1819
"15000","Hawaii","64","      Management of companies and enterprises",729
"15000","Hawaii","65","      Administrative and waste management services",2015
"15000","Hawaii","66","        Administrative and support services",1845
"15000","Hawaii","67","        Waste management and remediation services",171
"15000","Hawaii","68","    Educational services, health care, and social assistance",5006
"15000","Hawaii","69","      Educational services",756
"15000","Hawaii","70","      Health care and social assistance",4251
"15000","Hawaii","71","        Ambulatory health care services",2122
"15000","Hawaii","72","        Hospitals and nursing and residential care facilities",1571
"15000","Hawaii","73","        Social assistance",558
"15000","Hawaii","74","    Arts, entertainment, recreation, accommodation, and food services",5251
"15000","Hawaii","75","      Arts, entertainment, and recreation",630
"15000","Hawaii","76","        Performing arts, spectator sports, museums, and related activities",231
"15000","Hawaii","77","        Amusements, gambling, and recreation industries",399
"15000","Hawaii","78","      Accommodation and food services",4621
"15000","Hawaii","79","        Accommodation",2893
"15000","Hawaii","80","        Food services and drinking places",1728
"15000","Hawaii","81","    Other services, except government",1561
"15000","Hawaii","82","  Government",14936
"15000","Hawaii","83","    Federal civilian",3489
"15000","Hawaii","84","    Federal military",5232
"15000","Hawaii","85","    State and local",6215
"15000","Hawaii","86","Addenda:",""
"15000","Hawaii","86","Natural resources and mining",549
"15000","Hawaii","87","Trade",6420
"15000","Hawaii","88","Transportation and utilities",3970
"15000","Hawaii","89","Private goods-producing industries",5940
"15000","Hawaii","90","Private services-providing industries",44209
"16000","Idaho","1","All industry total",54063
"16000","Idaho","2","  Private industries",45819
"16000","Idaho","3","    Agriculture, forestry, fishing, and hunting",2494
"16000","Idaho","4","      Farms",2078
"16000","Idaho","5","      Forestry, fishing, and related activities",416
"16000","Idaho","6","    Mining",809
"16000","Idaho","7","      Oil and gas extraction",18
"16000","Idaho","8","      Mining, except oil and gas",779
"16000","Idaho","9","      Support activities for mining",12
"16000","Idaho","10","    Utilities",867
"16000","Idaho","11","    Construction",2729
"16000","Idaho","12","    Manufacturing",6326
"16000","Idaho","13","      Durable goods manufacturing",4001
"16000","Idaho","14","        Wood products manufacturing",233
"16000","Idaho","15","        Nonmetallic mineral products manufacturing",94
"16000","Idaho","16","        Primary metals manufacturing",40
"16000","Idaho","17","        Fabricated metal products",331
"16000","Idaho","18","        Machinery manufacturing",218
"16000","Idaho","19","        Computer and electronic products manufacturing",2693
"16000","Idaho","20","        Electrical equipment, appliance, and components manufacturing",67
"16000","Idaho","21","        Motor vehicles, bodies and trailers, and parts manufacturing",35
"16000","Idaho","22","        Other transportation equipment manufacturing",141
"16000","Idaho","23","        Furniture and related products manufacturing",76
"16000","Idaho","24","        Miscellaneous manufacturing",72
"16000","Idaho","25","      Nondurable goods manufacturing",2325
"16000","Idaho","26","        Food and beverage and tobacco products manufacturing",1530
"16000","Idaho","27","        Textile mills and textile product mills",12
"16000","Idaho","28","        Apparel and leather and allied products manufacturing",16
"16000","Idaho","29","        Paper products manufacturing",144
"16000","Idaho","30","        Printing and related support activities",78
"16000","Idaho","31","        Petroleum and coal products manufacturing",7
"16000","Idaho","32","        Chemical products manufacturing",408
"16000","Idaho","33","        Plastics and rubber products manufacturing",130
"16000","Idaho","34","    Wholesale trade",2962
"16000","Idaho","35","    Retail trade",4179
"16000","Idaho","36","    Transportation and warehousing",1494
"16000","Idaho","37","      Air transportation",88
"16000","Idaho","38","      Rail transportation",288
"16000","Idaho","39","      Water transportation",1
"16000","Idaho","40","      Truck transportation",694
"16000","Idaho","41","      Transit and ground passenger transportation",79
"16000","Idaho","42","      Pipeline transportation",15
"16000","Idaho","43","      Other transportation and support activities",237
"16000","Idaho","44","      Warehousing and storage",92
"16000","Idaho","45","    Information",1161
"16000","Idaho","46","      Publishing industries, except Internet (includes software)",348
"16000","Idaho","47","      Motion picture and sound recording industries",53
"16000","Idaho","48","      Broadcasting and telecommunications",621
"16000","Idaho","49","      Data processing, internet publishing, and other information services",140
"16000","Idaho","50","    Finance, insurance, real estate, rental, and leasing",9854
"16000","Idaho","51","      Finance and insurance",2331
"16000","Idaho","52","        Federal Reserve banks, credit intermediation, and related services",1284
"16000","Idaho","53","        Securities, commodity contracts, and investments",151
"16000","Idaho","54","        Insurance carriers and related activities",842
"16000","Idaho","55","        Funds, trusts, and other financial vehicles",54
"16000","Idaho","56","      Real estate and rental and leasing",7523
"16000","Idaho","57","        Real estate",7081
"16000","Idaho","58","        Rental and leasing services and lessors of intangible assets",442
"16000","Idaho","59","    Professional and business services",5690
"16000","Idaho","60","      Professional, scientific, and technical services",3168
"16000","Idaho","61","        Legal services",386
"16000","Idaho","62","        Computer systems design and related services",257
"16000","Idaho","63","        Miscellaneous professional, scientific, and technical services",2525
"16000","Idaho","64","      Management of companies and enterprises",749
"16000","Idaho","65","      Administrative and waste management services",1773
"16000","Idaho","66","        Administrative and support services",1500
"16000","Idaho","67","        Waste management and remediation services",273
"16000","Idaho","68","    Educational services, health care, and social assistance",4422
"16000","Idaho","69","      Educational services",375
"16000","Idaho","70","      Health care and social assistance",4047
"16000","Idaho","71","        Ambulatory health care services",2053
"16000","Idaho","72","        Hospitals and nursing and residential care facilities",1626
"16000","Idaho","73","        Social assistance",367
"16000","Idaho","74","    Arts, entertainment, recreation, accommodation, and food services",1684
"16000","Idaho","75","      Arts, entertainment, and recreation",346
"16000","Idaho","76","        Performing arts, spectator sports, museums, and related activities",84
"16000","Idaho","77","        Amusements, gambling, and recreation industries",262
"16000","Idaho","78","      Accommodation and food services",1338
"16000","Idaho","79","        Accommodation",333
"16000","Idaho","80","        Food services and drinking places",1005
"16000","Idaho","81","    Other services, except government",1149
"16000","Idaho","82","  Government",8243
"16000","Idaho","83","    Federal civilian",1495
"16000","Idaho","84","    Federal military",663
"16000","Idaho","85","    State and local",6086
"16000","Idaho","86","Addenda:",""
"16000","Idaho","86","Natural resources and mining",3303
"16000","Idaho","87","Trade",7141
"16000","Idaho","88","Transportation and utilities",2361
"16000","Idaho","89","Private goods-producing industries",12358
"16000","Idaho","90","Private services-providing industries",33461
"17000","Illinois","1","All industry total",636975
"17000","Illinois","2","  Private industries",567327
"17000","Illinois","3","    Agriculture, forestry, fishing, and hunting",5553
"17000","Illinois","4","      Farms",5191
"17000","Illinois","5","      Forestry, fishing, and related activities",361
"17000","Illinois","6","    Mining",2456
"17000","Illinois","7","      Oil and gas extraction",151
"17000","Illinois","8","      Mining, except oil and gas",2158
"17000","Illinois","9","      Support activities for mining",147
"17000","Illinois","10","    Utilities",11343
"17000","Illinois","11","    Construction",24773
"17000","Illinois","12","    Manufacturing",81372
"17000","Illinois","13","      Durable goods manufacturing",40977
"17000","Illinois","14","        Wood products manufacturing",423
"17000","Illinois","15","        Nonmetallic mineral products manufacturing",1365
"17000","Illinois","16","        Primary metals manufacturing",1687
"17000","Illinois","17","        Fabricated metal products",8319
"17000","Illinois","18","        Machinery manufacturing",13509
"17000","Illinois","19","        Computer and electronic products manufacturing",5959
"17000","Illinois","20","        Electrical equipment, appliance, and components manufacturing",3057
"17000","Illinois","21","        Motor vehicles, bodies and trailers, and parts manufacturing",1188
"17000","Illinois","22","        Other transportation equipment manufacturing",885
"17000","Illinois","23","        Furniture and related products manufacturing",823
"17000","Illinois","24","        Miscellaneous manufacturing",3761
"17000","Illinois","25","      Nondurable goods manufacturing",40396
"17000","Illinois","26","        Food and beverage and tobacco products manufacturing",12647
"17000","Illinois","27","        Textile mills and textile product mills",209
"17000","Illinois","28","        Apparel and leather and allied products manufacturing",266
"17000","Illinois","29","        Paper products manufacturing",2328
"17000","Illinois","30","        Printing and related support activities",2755
"17000","Illinois","31","        Petroleum and coal products manufacturing",5947
"17000","Illinois","32","        Chemical products manufacturing",11705
"17000","Illinois","33","        Plastics and rubber products manufacturing",4539
"17000","Illinois","34","    Wholesale trade",44713
"17000","Illinois","35","    Retail trade",34840
"17000","Illinois","36","    Transportation and warehousing",21557
"17000","Illinois","37","      Air transportation",4728
"17000","Illinois","38","      Rail transportation",2041
"17000","Illinois","39","      Water transportation",475
"17000","Illinois","40","      Truck transportation",5754
"17000","Illinois","41","      Transit and ground passenger transportation",1559
"17000","Illinois","42","      Pipeline transportation",292
"17000","Illinois","43","      Other transportation and support activities",3806
"17000","Illinois","44","      Warehousing and storage",2902
"17000","Illinois","45","    Information",22123
"17000","Illinois","46","      Publishing industries, except Internet (includes software)",6432
"17000","Illinois","47","      Motion picture and sound recording industries",1927
"17000","Illinois","48","      Broadcasting and telecommunications",11542
"17000","Illinois","49","      Data processing, internet publishing, and other information services",2222
"17000","Illinois","50","    Finance, insurance, real estate, rental, and leasing",142403
"17000","Illinois","51","      Finance and insurance",57260
"17000","Illinois","52","        Federal Reserve banks, credit intermediation, and related services",21942
"17000","Illinois","53","        Securities, commodity contracts, and investments",10877
"17000","Illinois","54","        Insurance carriers and related activities",23064
"17000","Illinois","55","        Funds, trusts, and other financial vehicles",1377
"17000","Illinois","56","      Real estate and rental and leasing",85143
"17000","Illinois","57","        Real estate",76344
"17000","Illinois","58","        Rental and leasing services and lessors of intangible assets",8799
"17000","Illinois","59","    Professional and business services",84393
"17000","Illinois","60","      Professional, scientific, and technical services",50251
"17000","Illinois","61","        Legal services",13394
"17000","Illinois","62","        Computer systems design and related services",7361
"17000","Illinois","63","        Miscellaneous professional, scientific, and technical services",29496
"17000","Illinois","64","      Management of companies and enterprises",14540
"17000","Illinois","65","      Administrative and waste management services",19601
"17000","Illinois","66","        Administrative and support services",17985
"17000","Illinois","67","        Waste management and remediation services",1617
"17000","Illinois","68","    Educational services, health care, and social assistance",54706
"17000","Illinois","69","      Educational services",8966
"17000","Illinois","70","      Health care and social assistance",45740
"17000","Illinois","71","        Ambulatory health care services",19066
"17000","Illinois","72","        Hospitals and nursing and residential care facilities",22887
"17000","Illinois","73","        Social assistance",3787
"17000","Illinois","74","    Arts, entertainment, recreation, accommodation, and food services",21186
"17000","Illinois","75","      Arts, entertainment, and recreation",5458
"17000","Illinois","76","        Performing arts, spectator sports, museums, and related activities",2915
"17000","Illinois","77","        Amusements, gambling, and recreation industries",2543
"17000","Illinois","78","      Accommodation and food services",15727
"17000","Illinois","79","        Accommodation",3584
"17000","Illinois","80","        Food services and drinking places",12143
"17000","Illinois","81","    Other services, except government",15910
"17000","Illinois","82","  Government",69647
"17000","Illinois","83","    Federal civilian",10480
"17000","Illinois","84","    Federal military",3949
"17000","Illinois","85","    State and local",55218
"17000","Illinois","86","Addenda:",""
"17000","Illinois","86","Natural resources and mining",8009
"17000","Illinois","87","Trade",79553
"17000","Illinois","88","Transportation and utilities",32900
"17000","Illinois","89","Private goods-producing industries",114154
"17000","Illinois","90","Private services-providing industries",453173
"18000","Indiana","1","All industry total",262428
"18000","Indiana","2","  Private industries",234182
"18000","Indiana","3","    Agriculture, forestry, fishing, and hunting",3647
"18000","Indiana","4","      Farms",3218
"18000","Indiana","5","      Forestry, fishing, and related activities",429
"18000","Indiana","6","    Mining",1394
"18000","Indiana","7","      Oil and gas extraction",34
"18000","Indiana","8","      Mining, except oil and gas",1341
"18000","Indiana","9","      Support activities for mining",19
"18000","Indiana","10","    Utilities",5431
"18000","Indiana","11","    Construction",10038
"18000","Indiana","12","    Manufacturing",69476
"18000","Indiana","13","      Durable goods manufacturing",31195
"18000","Indiana","14","        Wood products manufacturing",651
"18000","Indiana","15","        Nonmetallic mineral products manufacturing",1061
"18000","Indiana","16","        Primary metals manufacturing",4122
"18000","Indiana","17","        Fabricated metal products",4126
"18000","Indiana","18","        Machinery manufacturing",4236
"18000","Indiana","19","        Computer and electronic products manufacturing",2300
"18000","Indiana","20","        Electrical equipment, appliance, and components manufacturing",971
"18000","Indiana","21","        Motor vehicles, bodies and trailers, and parts manufacturing",4894
"18000","Indiana","22","        Other transportation equipment manufacturing",1745
"18000","Indiana","23","        Furniture and related products manufacturing",1174
"18000","Indiana","24","        Miscellaneous manufacturing",5917
"18000","Indiana","25","      Nondurable goods manufacturing",38280
"18000","Indiana","26","        Food and beverage and tobacco products manufacturing",4945
"18000","Indiana","27","        Textile mills and textile product mills",135
"18000","Indiana","28","        Apparel and leather and allied products manufacturing",128
"18000","Indiana","29","        Paper products manufacturing",885
"18000","Indiana","30","        Printing and related support activities",1362
"18000","Indiana","31","        Petroleum and coal products manufacturing",2811
"18000","Indiana","32","        Chemical products manufacturing",25562
"18000","Indiana","33","        Plastics and rubber products manufacturing",2451
"18000","Indiana","34","    Wholesale trade",14093
"18000","Indiana","35","    Retail trade",16117
"18000","Indiana","36","    Transportation and warehousing",8727
"18000","Indiana","37","      Air transportation",527
"18000","Indiana","38","      Rail transportation",876
"18000","Indiana","39","      Water transportation",303
"18000","Indiana","40","      Truck transportation",3966
"18000","Indiana","41","      Transit and ground passenger transportation",281
"18000","Indiana","42","      Pipeline transportation",117
"18000","Indiana","43","      Other transportation and support activities",1374
"18000","Indiana","44","      Warehousing and storage",1282
"18000","Indiana","45","    Information",5658
"18000","Indiana","46","      Publishing industries, except Internet (includes software)",1757
"18000","Indiana","47","      Motion picture and sound recording industries",437
"18000","Indiana","48","      Broadcasting and telecommunications",3175
"18000","Indiana","49","      Data processing, internet publishing, and other information services",288
"18000","Indiana","50","    Finance, insurance, real estate, rental, and leasing",40311
"18000","Indiana","51","      Finance and insurance",13529
"18000","Indiana","52","        Federal Reserve banks, credit intermediation, and related services",3946
"18000","Indiana","53","        Securities, commodity contracts, and investments",915
"18000","Indiana","54","        Insurance carriers and related activities",8475
"18000","Indiana","55","        Funds, trusts, and other financial vehicles",193
"18000","Indiana","56","      Real estate and rental and leasing",26782
"18000","Indiana","57","        Real estate",24293
"18000","Indiana","58","        Rental and leasing services and lessors of intangible assets",2490
"18000","Indiana","59","    Professional and business services",20053
"18000","Indiana","60","      Professional, scientific, and technical services",10344
"18000","Indiana","61","        Legal services",2195
"18000","Indiana","62","        Computer systems design and related services",1665
"18000","Indiana","63","        Miscellaneous professional, scientific, and technical services",6484
"18000","Indiana","64","      Management of companies and enterprises",2972
"18000","Indiana","65","      Administrative and waste management services",6738
"18000","Indiana","66","        Administrative and support services",5966
"18000","Indiana","67","        Waste management and remediation services",771
"18000","Indiana","68","    Educational services, health care, and social assistance",23677
"18000","Indiana","69","      Educational services",2644
"18000","Indiana","70","      Health care and social assistance",21033
"18000","Indiana","71","        Ambulatory health care services",9740
"18000","Indiana","72","        Hospitals and nursing and residential care facilities",9747
"18000","Indiana","73","        Social assistance",1546
"18000","Indiana","74","    Arts, entertainment, recreation, accommodation, and food services",9257
"18000","Indiana","75","      Arts, entertainment, and recreation",3282
"18000","Indiana","76","        Performing arts, spectator sports, museums, and related activities",1472
"18000","Indiana","77","        Amusements, gambling, and recreation industries",1810
"18000","Indiana","78","      Accommodation and food services",5975
"18000","Indiana","79","        Accommodation",943
"18000","Indiana","80","        Food services and drinking places",5032
"18000","Indiana","81","    Other services, except government",6302
"18000","Indiana","82","  Government",28246
"18000","Indiana","83","    Federal civilian",4049
"18000","Indiana","84","    Federal military",1638
"18000","Indiana","85","    State and local",22560
"18000","Indiana","86","Addenda:",""
"18000","Indiana","86","Natural resources and mining",5042
"18000","Indiana","87","Trade",30211
"18000","Indiana","88","Transportation and utilities",14158
"18000","Indiana","89","Private goods-producing industries",84556
"18000","Indiana","90","Private services-providing industries",149626
"19000","Iowa","1","All industry total",136511
"19000","Iowa","2","  Private industries",119392
"19000","Iowa","3","    Agriculture, forestry, fishing, and hunting",7234
"19000","Iowa","4","      Farms",6863
"19000","Iowa","5","      Forestry, fishing, and related activities",371
"19000","Iowa","6","    Mining",321
"19000","Iowa","7","      Oil and gas extraction",0
"19000","Iowa","8","      Mining, except oil and gas",318
"19000","Iowa","9","      Support activities for mining",3
"19000","Iowa","10","    Utilities",2412
"19000","Iowa","11","    Construction",5287
"19000","Iowa","12","    Manufacturing",25488
"19000","Iowa","13","      Durable goods manufacturing",11617
"19000","Iowa","14","        Wood products manufacturing",508
"19000","Iowa","15","        Nonmetallic mineral products manufacturing",587
"19000","Iowa","16","        Primary metals manufacturing",630
"19000","Iowa","17","        Fabricated metal products",1395
"19000","Iowa","18","        Machinery manufacturing",4710
"19000","Iowa","19","        Computer and electronic products manufacturing",1320
"19000","Iowa","20","        Electrical equipment, appliance, and components manufacturing",789
"19000","Iowa","21","        Motor vehicles, bodies and trailers, and parts manufacturing",408
"19000","Iowa","22","        Other transportation equipment manufacturing",228
"19000","Iowa","23","        Furniture and related products manufacturing",587
"19000","Iowa","24","        Miscellaneous manufacturing",456
"19000","Iowa","25","      Nondurable goods manufacturing",13871
"19000","Iowa","26","        Food and beverage and tobacco products manufacturing",7701
"19000","Iowa","27","        Textile mills and textile product mills",63
"19000","Iowa","28","        Apparel and leather and allied products manufacturing",57
"19000","Iowa","29","        Paper products manufacturing",625
"19000","Iowa","30","        Printing and related support activities",542
"19000","Iowa","31","        Petroleum and coal products manufacturing",118
"19000","Iowa","32","        Chemical products manufacturing",3829
"19000","Iowa","33","        Plastics and rubber products manufacturing",936
"19000","Iowa","34","    Wholesale trade",8177
"19000","Iowa","35","    Retail trade",8220
"19000","Iowa","36","    Transportation and warehousing",4730
"19000","Iowa","37","      Air transportation",59
"19000","Iowa","38","      Rail transportation",995
"19000","Iowa","39","      Water transportation",34
"19000","Iowa","40","      Truck transportation",2254
"19000","Iowa","41","      Transit and ground passenger transportation",105
"19000","Iowa","42","      Pipeline transportation",77
"19000","Iowa","43","      Other transportation and support activities",517
"19000","Iowa","44","      Warehousing and storage",690
"19000","Iowa","45","    Information",4257
"19000","Iowa","46","      Publishing industries, except Internet (includes software)",1463
"19000","Iowa","47","      Motion picture and sound recording industries",226
"19000","Iowa","48","      Broadcasting and telecommunications",1890
"19000","Iowa","49","      Data processing, internet publishing, and other information services",678
"19000","Iowa","50","    Finance, insurance, real estate, rental, and leasing",27333
"19000","Iowa","51","      Finance and insurance",12541
"19000","Iowa","52","        Federal Reserve banks, credit intermediation, and related services",2971
"19000","Iowa","53","        Securities, commodity contracts, and investments",418
"19000","Iowa","54","        Insurance carriers and related activities",9096
"19000","Iowa","55","        Funds, trusts, and other financial vehicles",56
"19000","Iowa","56","      Real estate and rental and leasing",14792
"19000","Iowa","57","        Real estate",13765
"19000","Iowa","58","        Rental and leasing services and lessors of intangible assets",1027
"19000","Iowa","59","    Professional and business services",8223
"19000","Iowa","60","      Professional, scientific, and technical services",4104
"19000","Iowa","61","        Legal services",924
"19000","Iowa","62","        Computer systems design and related services",626
"19000","Iowa","63","        Miscellaneous professional, scientific, and technical services",2555
"19000","Iowa","64","      Management of companies and enterprises",1351
"19000","Iowa","65","      Administrative and waste management services",2768
"19000","Iowa","66","        Administrative and support services",2552
"19000","Iowa","67","        Waste management and remediation services",216
"19000","Iowa","68","    Educational services, health care, and social assistance",10755
"19000","Iowa","69","      Educational services",1338
"19000","Iowa","70","      Health care and social assistance",9418
"19000","Iowa","71","        Ambulatory health care services",4253
"19000","Iowa","72","        Hospitals and nursing and residential care facilities",4253
"19000","Iowa","73","        Social assistance",912
"19000","Iowa","74","    Arts, entertainment, recreation, accommodation, and food services",3954
"19000","Iowa","75","      Arts, entertainment, and recreation",1114
"19000","Iowa","76","        Performing arts, spectator sports, museums, and related activities",323
"19000","Iowa","77","        Amusements, gambling, and recreation industries",791
"19000","Iowa","78","      Accommodation and food services",2839
"19000","Iowa","79","        Accommodation",773
"19000","Iowa","80","        Food services and drinking places",2066
"19000","Iowa","81","    Other services, except government",3002
"19000","Iowa","82","  Government",17119
"19000","Iowa","83","    Federal civilian",1669
"19000","Iowa","84","    Federal military",781
"19000","Iowa","85","    State and local",14668
"19000","Iowa","86","Addenda:",""
"19000","Iowa","86","Natural resources and mining",7555
"19000","Iowa","87","Trade",16397
"19000","Iowa","88","Transportation and utilities",7142
"19000","Iowa","89","Private goods-producing industries",38329
"19000","Iowa","90","Private services-providing industries",81062
"20000","Kansas","1","All industry total",120769
"20000","Kansas","2","  Private industries",102078
"20000","Kansas","3","    Agriculture, forestry, fishing, and hunting",4069
"20000","Kansas","4","      Farms",3754
"20000","Kansas","5","      Forestry, fishing, and related activities",314
"20000","Kansas","6","    Mining",1771
"20000","Kansas","7","      Oil and gas extraction",1027
"20000","Kansas","8","      Mining, except oil and gas",299
"20000","Kansas","9","      Support activities for mining",444
"20000","Kansas","10","    Utilities",2470
"20000","Kansas","11","    Construction",4487
"20000","Kansas","12","    Manufacturing",17489
"20000","Kansas","13","      Durable goods manufacturing",9380
"20000","Kansas","14","        Wood products manufacturing",104
"20000","Kansas","15","        Nonmetallic mineral products manufacturing",454
"20000","Kansas","16","        Primary metals manufacturing",130
"20000","Kansas","17","        Fabricated metal products",1135
"20000","Kansas","18","        Machinery manufacturing",1218
"20000","Kansas","19","        Computer and electronic products manufacturing",1131
"20000","Kansas","20","        Electrical equipment, appliance, and components manufacturing",397
"20000","Kansas","21","        Motor vehicles, bodies and trailers, and parts manufacturing",300
"20000","Kansas","22","        Other transportation equipment manufacturing",3935
"20000","Kansas","23","        Furniture and related products manufacturing",223
"20000","Kansas","24","        Miscellaneous manufacturing",355
"20000","Kansas","25","      Nondurable goods manufacturing",8109
"20000","Kansas","26","        Food and beverage and tobacco products manufacturing",3384
"20000","Kansas","27","        Textile mills and textile product mills",44
"20000","Kansas","28","        Apparel and leather and allied products manufacturing",66
"20000","Kansas","29","        Paper products manufacturing",157
"20000","Kansas","30","        Printing and related support activities",782
"20000","Kansas","31","        Petroleum and coal products manufacturing",827
"20000","Kansas","32","        Chemical products manufacturing",1779
"20000","Kansas","33","        Plastics and rubber products manufacturing",1071
"20000","Kansas","34","    Wholesale trade",8253
"20000","Kansas","35","    Retail trade",7995
"20000","Kansas","36","    Transportation and warehousing",4579
"20000","Kansas","37","      Air transportation",79
"20000","Kansas","38","      Rail transportation",1486
"20000","Kansas","39","      Water transportation",1
"20000","Kansas","40","      Truck transportation",1363
"20000","Kansas","41","      Transit and ground passenger transportation",135
"20000","Kansas","42","      Pipeline transportation",238
"20000","Kansas","43","      Other transportation and support activities",701
"20000","Kansas","44","      Warehousing and storage",576
"20000","Kansas","45","    Information",5624
"20000","Kansas","46","      Publishing industries, except Internet (includes software)",999
"20000","Kansas","47","      Motion picture and sound recording industries",128
"20000","Kansas","48","      Broadcasting and telecommunications",4183
"20000","Kansas","49","      Data processing, internet publishing, and other information services",314
"20000","Kansas","50","    Finance, insurance, real estate, rental, and leasing",17938
"20000","Kansas","51","      Finance and insurance",5598
"20000","Kansas","52","        Federal Reserve banks, credit intermediation, and related services",2104
"20000","Kansas","53","        Securities, commodity contracts, and investments",586
"20000","Kansas","54","        Insurance carriers and related activities",2767
"20000","Kansas","55","        Funds, trusts, and other financial vehicles",141
"20000","Kansas","56","      Real estate and rental and leasing",12340
"20000","Kansas","57","        Real estate",10810
"20000","Kansas","58","        Rental and leasing services and lessors of intangible assets",1530
"20000","Kansas","59","    Professional and business services",11023
"20000","Kansas","60","      Professional, scientific, and technical services",5862
"20000","Kansas","61","        Legal services",808
"20000","Kansas","62","        Computer systems design and related services",1069
"20000","Kansas","63","        Miscellaneous professional, scientific, and technical services",3985
"20000","Kansas","64","      Management of companies and enterprises",1515
"20000","Kansas","65","      Administrative and waste management services",3646
"20000","Kansas","66","        Administrative and support services",3399
"20000","Kansas","67","        Waste management and remediation services",247
"20000","Kansas","68","    Educational services, health care, and social assistance",10041
"20000","Kansas","69","      Educational services",793
"20000","Kansas","70","      Health care and social assistance",9248
"20000","Kansas","71","        Ambulatory health care services",4306
"20000","Kansas","72","        Hospitals and nursing and residential care facilities",4145
"20000","Kansas","73","        Social assistance",797
"20000","Kansas","74","    Arts, entertainment, recreation, accommodation, and food services",3393
"20000","Kansas","75","      Arts, entertainment, and recreation",509
"20000","Kansas","76","        Performing arts, spectator sports, museums, and related activities",161
"20000","Kansas","77","        Amusements, gambling, and recreation industries",348
"20000","Kansas","78","      Accommodation and food services",2884
"20000","Kansas","79","        Accommodation",437
"20000","Kansas","80","        Food services and drinking places",2448
"20000","Kansas","81","    Other services, except government",2948
"20000","Kansas","82","  Government",18691
"20000","Kansas","83","    Federal civilian",2358
"20000","Kansas","84","    Federal military",3269
"20000","Kansas","85","    State and local",13064
"20000","Kansas","86","Addenda:",""
"20000","Kansas","86","Natural resources and mining",5839
"20000","Kansas","87","Trade",16248
"20000","Kansas","88","Transportation and utilities",7048
"20000","Kansas","89","Private goods-producing industries",27815
"20000","Kansas","90","Private services-providing industries",74263
"21000","Kentucky","1","All industry total",156149
"21000","Kentucky","2","  Private industries",130787
"21000","Kentucky","3","    Agriculture, forestry, fishing, and hunting",2322
"21000","Kentucky","4","      Farms",1963
"21000","Kentucky","5","      Forestry, fishing, and related activities",359
"21000","Kentucky","6","    Mining",5664
